Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8666.655382,8807.462812,8528.248777,8395.31877,8340.52344,8874.877928,9740.824491,11910.01323,10216.81763,10223.29836,11496.5241,11450.7242,11525.15639,12059.63516,12038.2497,11003.82976,11521.60978
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.256153661,0.091870463,-0.19579254,-3.371501219,3.146660118,-1.172397267,-2.788560506,1.356786303,0.590081607,-4.187040198,-2.583995908,1.627844464,3.121880892,-1.561204901,-6.783548017,2.959910556
Andorra,AND,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,1362.516993,1459.80212,1629.518319,1870.82743,2191.424699,2473.339847,2875.517589,3538.71647,4206.095899,4767.572146,5334.018246,5755.858979,6345.496613,6917.728986,7467.669648,7946.67773,8720.978074,9361.685136,10014.67888,10790.09761,11565.18493,12199.14764,12644.29537,12632.82711,13070.85328,13832.55559,14477.1002,16152.95252,16965.91986,18079.60322,23720.59948,25669.5474,26636.44929,28593.74146,30577.96721,32215.64327,34016.05037,34926.22336,33260.91104,31314.33443,30813.34217,31131.72852,30109.6728,29770.21171,31089.46764,32240.20104,33855.48871,34491.73344,35389.44006
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,3238.690261,3496.532023,4218.271599,5342.16856,6320.809632,7169.101006,7151.249909,7751.843307,9127.81228,11818.47334,12378.78451,10372.78605,9610.020616,8025.207641,7728.906695,7775.614217,10361.14777,12615.12618,14304.6406,15165.28126,18878.85231,19534.26363,20549.80558,16515.6584,16235.06804,18458.17399,19016.28819,18355.62786,18895.11066,19262.30899,21854.2468,22970.51221,25067.24006,32272.84589,37966.18725,40064.22493,42674.75897,47804.84993,48719.65877,43504.21565,40850.24814,43334.81141,38686.46126,39540.72481,41303.92937,35770.7767,37475.63506,38964.90448,41791.96984
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,-0.654422133,2.863942375,2.645683648,1.027601953,-3.354398306,-0.196879323,-0.258915175,-1.468674346,-3.063824666,-1.299976738,-3.95427565,-2.939031092,-2.561850052,-2.629335686,-2.008406721,-1.023745098,1.323843319,0.980825124,0.791996836,-0.133166841,-1.35923552,-2.869215672,-4.427065042,-0.397087332,0.852320249,3.83189583,9.143981098,3.481177447,3.730346166,1.910286412,4.982252338,0.510652937,4.042246268,3.781885829,1.895271315,2.060202314,-0.518849647,-6.885817402,-5.976684045,-1.966833159,0.834867424,-3.45153545,-1.568871338,4.519279413,3.02081678,4.646211549,0.734439351,1.574254317
Angola,AGO,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13E-05,1.92E-05,1.85E-05,1.87E-05,1.91E-05,2.27E-05,2.05E-05,2.26E-05,2.37E-05,2.66E-05,2.84E-05,5.71E-05,0.000300221,0.002248558,0.05021567,1.076735695,58.01743829,117.7942049,166.3975624,1082.191946,5590.938281,11631.87024,37979.85755,73335.08383,104891.6172,165813.4024,208922.1761,239476.1439,306206.881,247724.6432,329746.9579,433553.084,486896.063,507192.193,531659.8503,500290.5157,573791.3063,679560.4214,831805.235
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711.4095786,642.7681968,620.3331234,623.8153624,638.0990068,758.7450632,685.7281277,756.7679262,792.8330172,891.1492803,948.338178,..,..,..,251.0783484,398.7909982,522.6796243,514.3851744,423.619049,387.7851241,556.8386317,527.3335285,872.4944418,982.9610078,1255.564513,1902.42215,2599.565948,3121.996085,4080.941034,3122.781599,3587.883645,4615.468219,5100.097027,5254.881126,5408.4117,4166.979833,3506.073128,4095.810057,3289.643995
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.710277854,-3.490383248,0.548516269,2.288507798,-0.107614903,-0.670777629,0.488466543,2.496629636,-3.335953916,-6.657467258,-2.310867997,-8.876931195,-26.41177135,-1.87789751,11.35953867,9.952786592,3.8778581,1.364744017,-1.085298451,-0.267956298,0.822138302,9.943757743,-0.43183389,7.187063696,11.03078294,7.582318726,9.89004909,7.116847905,-2.808599596,0.640263325,-0.220842988,4.70651886,1.291993845,1.219880621,-2.468737307,-5.816187549,-3.409983376,-5.162111791
Antigua and Barbuda,ATG,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3366.063431,3824.659435,4754.244576,5736.470021,6460.254786,7183.506847,7960.456644,9106.025589,10528.35797,12698.58438,14751.70753,17428.05572,19106.6481,19838.6452,20526.3324,20913.44886,21967.70908,23682.08806,22697.16915,24382.55244,25627.48407,26840.30101,27703.61839,29355.19097,27991.76294,28082.83736,29154.46785,30906.81668,33905.3792,37788.67195,42181.27075,43319.08565,38233.5174,35232.19357,34415.91036,35836.38435,34858.59469,36454.26849,38570.3904,41036.60601,41535.65627,45034.89749
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1246.69016,1416.540531,1760.831324,2124.618526,2392.686958,2660.558091,2948.317275,3372.60207,3899.39184,4703.179401,5463.595383,6454.835451,7076.536335,7347.646369,7602.345334,7745.7218,8136.188547,8771.143727,8406.358945,9030.574978,9491.660766,9940.852228,10260.59941,10872.29295,10367.31961,10401.05088,10797.95106,11446.96914,12557.54785,13995.80442,15622.69287,16044.1058,14160.562,13048.96058,12746.63347,13272.73494,12910.59063,13501.58092,14285.32978,15198.74297,15383.5764,16679.59166
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.592267301,8.236766985,8.313546742,3.935887114,-0.069456681,5.365721772,10.15608026,7.642051366,11.54979755,6.697207748,5.136609192,4.82961566,2.145225601,0.838154597,-0.561528048,3.170343763,4.41621052,-6.408268751,4.319731218,3.219707934,2.568387808,1.686906765,4.340850519,-6.037663834,-0.373817347,4.721680697,4.403260934,5.016485291,11.00080029,7.605968396,-1.612584381,-13.33182584,-9.187966715,-3.298786215,2.049933173,-1.798966587,2.616052309,2.705718436,4.437253324,2.166114044,5.932276282
Argentina,ARG,GDP per capita (current LCU),NY.GDP.PCAP.CN,6.42E-09,8.01E-09,1.01E-08,1.18E-08,1.65E-08,2.17E-08,2.67E-08,3.51E-08,3.99E-08,4.65E-08,5.03E-08,6.86E-08,1.13E-07,1.89E-07,2.56E-07,7.50E-07,3.90E-06,1.06E-05,2.62E-05,7.03E-05,0.000137666,0.000263751,0.000758911,0.003741707,0.026597082,0.175567585,0.325225959,0.748203966,3.5069694,100.9091113,2112.963093,5468.665741,6759.397572,6962.150609,7483.140334,7408.708664,7721.354105,8213.125127,8289.507568,7774.736203,7708.099115,7208.373114,8295.263836,9869.534303,12603.0233,14977.9989,18221.08758,22602.89601,28683.67091,30826.17063,40739.98408,52810.11674,63208.89269,79338.28508,107315.2117,138053.3152,188760.9565,242031.4278,331385.003
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1155.890717,850.3045786,1173.238105,1279.113778,1272.803204,1062.543412,1141.080432,1329.058546,1322.590638,1372.374174,1408.86538,2097.02283,2844.863312,2027.337202,1948.224686,2129.708361,2146.364959,2520.920716,2758.834817,2776.322088,2927.897357,3553.377509,2659.708242,2926.126485,3613.621709,3562.876059,3985.192469,2383.867471,4333.483372,5735.359981,6823.538837,6969.119729,7483.140334,7408.708664,7721.354105,8213.125127,8289.507568,7774.736203,7708.099115,7208.373114,2593.404563,3349.8063,4277.721573,5109.852245,5919.012338,7245.446857,9020.873323,8225.137583,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14613.04182,11795.15939
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,3.728778517,-2.425843153,-6.788239594,8.437243988,8.896809279,-2.136477766,1.678434703,3.28693768,8.050279281,1.479494409,4.007465322,0.005835951,1.156920756,3.851757784,-1.587829386,-3.506390945,5.342990047,-5.916401453,8.577690171,-0.029609998,-6.66849782,-2.307766138,2.681981836,-0.051846592,-6.692590674,4.484326862,1.106064524,-2.603236227,-8.540862012,-3.874085354,7.614326415,6.487631818,6.802926902,4.505456801,-4.032158811,4.274586465,6.864733362,2.681002816,-4.455178459,-1.874936367,-5.447048173,-11.85478172,7.676534048,7.884937505,7.729488996,6.955533576,7.924210888,3.029500652,-6.854225055,9.300122922,4.788683139,-2.14528445,1.265685175,-3.57858051,1.629664279,-3.110063898,1.757648183,-3.601609757
Armenia,ARM,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.21923913,22.73447621,90.09765251,1254.317803,56968.37682,162324.9423,208700.9372,256723.3319,307327.0993,319662.4468,335984.9192,385446.6831,449071.3506,538328.7198,635830.2605,752325.9948,897876.7881,1073882.32,1227200.85,1087793.888,1202580.844,1313366.355,1479232.65,1572214.662,1657952.66,1723989.569,1725830.996,1889606.794,2038469.906
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,637.8559212,590.5058756,369.7072323,357.2028486,400.5155938,456.3749333,504.0598426,523.2844107,609.1716537,597.4328988,622.7409229,694.4234554,783.241215,930.1254727,1191.921006,1643.756889,2158.148074,3139.28071,4010.861381,2994.340471,3218.378299,3525.807198,3681.844691,3838.17388,3986.231624,3607.289299,3591.828052,3914.527854,4220.540321
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-10.87084354,-40.74465636,-6.638470109,7.950115708,9.103388041,7.507273417,4.479644121,8.141848534,3.957818435,6.570086565,10.27940312,13.82346307,14.60582159,11.13422934,14.64320764,14.07860742,14.69586826,7.819138194,-13.51939082,2.582897383,4.7283176,6.913698623,2.823926169,3.073178678,2.735918024,-0.161329865,7.18452239,4.952230836
Aruba,ABW,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11585.59369,14114.43448,17480.97748,20392.16178,22029.02465,24157.4718,25141.39947,26740.24002,29069.57825,29426.44789,29685.13778,32091.0474,34149.06049,34646.04703,36905.77334,36999.95694,36582.02796,37292.81768,40397.39123,41708.32167,43042.74521,46243.06008,48479.7064,44089.81587,42089.21458,44723.17491,44235.36294,47330.49968,48138.4906,50830.46608,50929.3854,52537.94098,54153.37005
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6472.398709,7885.158927,9765.909207,11392.26915,12306.71768,13495.7943,14045.47457,14938.68157,16239.98785,16439.35636,16583.87586,17927.95944,19077.68743,19355.33354,20617.75047,20670.36701,20436.88713,20833.97636,22568.37499,23300.73836,24046.22638,25834.11178,27083.63486,24631.18205,23513.5277,24985.01392,24712.49326,26441.61994,26893.01151,28396.90842,28452.17061,29350.80502,30253.27936
Aruba,ABW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.59328137,20.13680795,12.20149135,2.089654904,3.834678851,0.270153782,1.009406484,2.265066625,-2.073120443,-2.324845885,4.241982804,-0.146480395,-0.728507061,5.417261666,-5.08748023,-5.411987982,-0.151921482,6.023132962,-0.084879113,0.24685282,1.401979577,-0.224758911,-10.59912817,-3.886820453,3.05578791,-1.865105256,3.592223121,-0.29053442,5.129657088,1.587868753,1.519821434,..
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,1616.701911,1676.523896,1656.023087,1756.438356,1903.10737,2036.793116,2092.953395,2303.924061,2432.592222,2671.206067,2951.147357,3121.202752,3381.346285,3724.289985,4399.475333,5130.425394,5941.495047,6781.003382,7319.543112,8184.442607,9165.123877,10210.35707,11590.26222,12328.77871,13752.31601,14939.3324,16275.90771,17598.60796,19625.27673,21894.62603,23707.39111,24024.12636,24191.02601,25143.94068,26133.74405,27418.60336,28869.85965,30040.34131,31470.36503,32807.98901,34549.26121,36387.21475,38449.11813,40336.45968,42896.4993,45334.54606,48238.51695,52223.15581,55464.53514,58108.30871,59135.47494,63468.95599,65973.40089,66432.26523,68093.98456,68156.16983,68527.56699,71511.42231,73768.9235
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1810.61923,1877.616638,1854.656834,1967.116537,2131.377948,2281.098797,2343.99529,2580.271096,2724.372519,2991.607198,3305.126394,3495.579294,3950.170894,4771.671986,6484.119872,7005.906588,7489.59416,7778.164008,8255.744543,9297.333417,10211.83719,11854.5885,12788.54929,11538.39842,12454.55172,11459.17957,11384.93824,11645.45259,14279.15944,17828.04823,18243.47142,18855.762,18604.18827,17667.1871,18079.38018,20358.33336,21904.29412,23509.42347,21345.97099,20558.9604,21697.70848,19527.32358,20117.78889,23492.40517,30513.94174,34080.9999,36117.48798,41001.14298,49654.9106,42783.32257,52087.97229,62574.1457,68027.84171,68156.62792,62511.69059,56707.02208,49881.76371,53934.25018,57180.7794
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,0.464272842,-1.147839267,4.197349944,4.899706016,3.924185694,0.070880626,4.970237126,3.257317231,4.826364414,5.084881235,0.542875961,2.01650232,1.062265093,1.503391897,0.095665032,1.567825939,2.432260268,-0.272382969,2.932417499,1.787080391,1.711915143,1.61420797,-3.437117057,3.41834534,3.82274904,2.339808854,0.999993493,4.027570563,2.121259301,2.051929049,-1.656572679,-0.797268925,3.020731144,2.88563586,2.587043225,2.498884691,2.752320276,3.529349171,3.744590752,2.680864996,0.671692882,2.7526795,1.845765496,3.004314914,1.807784024,1.222561054,3.122288586,1.521969537,-0.21120115,0.595353727,1.055747877,2.118897029,0.849416993,1.044489641,0.712256478,1.149347464,0.587161103,1.302840712
Austria,AUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,1767.546587,1949.607954,2055.455954,2205.040158,2398.547083,2597.169824,2809.617819,2965.876259,3169.953568,3449.055591,3890.044122,4323.380684,4912.109712,5536.108931,6290.420577,6690.010151,7402.912686,8180.244912,8659.231412,9514.643036,10219.54761,10862.48727,11666.00749,12450.13165,13073.90767,13791.16469,14515.66912,15061.67664,15773.29477,16796.39171,17915.00173,19015.65863,19869.29906,20356.11544,21289.32622,22219.74999,22935.10367,23685.08897,24614.74285,25505.79531,26662.26303,27420.67219,28054.49472,28549.48696,29656.05339,30879.95995,32390.38314,34232.82684,35301.57438,34523.89653,35379.92903,36956.84623,37799.92648,38197.75484,38981.06632,39833.53233,40931.8461,41984.55232,43597.42486
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769051,2380.978458,2924.048879,3890.722419,4630.757197,5285.620724,5678.386658,6810.627685,8205.468977,9793.765348,10869.54649,9385.249064,9410.347257,9537.40742,8991.06504,9172.09676,13083.07266,16392.76952,17578.61894,17468.94614,21680.98962,22410.91177,24880.16412,24081.52779,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45276.83144,47312.00623,51461.43322
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,4.960717183,2.021469667,3.471466159,5.419336014,2.810012786,4.904479004,2.241009758,3.931241829,5.909495926,5.950496618,4.646942731,5.592381531,4.310905781,3.765373032,-0.099030082,4.763369869,5.039647613,-0.129830488,5.536447933,1.731377792,-0.398620518,1.938121505,3.13962808,0.057573093,2.450565671,2.236402355,1.293045279,3.149746508,3.420101785,3.553547647,2.413986454,0.97609224,-0.298754361,2.008761944,2.510912694,2.211434933,1.977975908,3.467829941,3.355044661,3.12743665,0.880259098,1.152676331,0.450946527,2.099711169,1.549877317,2.943417859,3.391730827,1.143307119,-4.016340042,1.592577128,2.576448318,0.222450577,-0.562298943,-0.122370667,-0.11154019,0.89246914,1.550724086,2.003552524
Azerbaijan,AZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.040862972,0.073494423,0.652948707,4.189571436,49.32502254,277.6631945,352.0030916,402.9343285,434.8034879,472.9072062,586.2013269,655.3407634,741.8669962,867.9151334,1026.930717,1492.22162,2209.451297,3304.918835,4580.094484,3979.046953,4690.020202,5677.699164,5889.089075,6178.531329,6189.156902,5635.618018,6192.494793,7137.970819,8057.730907
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.45821358,209.4785718,157.0860591,314.5612263,409.1631891,505.5003493,561.9068079,573.9165123,655.1199452,703.6838434,763.080638,883.7339715,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5843.533768,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.01238311,-23.76120188,-24.25686475,-20.77555804,-12.81343006,0.280213949,4.784282218,8.960888302,6.461582378,10.19102962,9.051822301,8.625351139,9.37646097,8.301538012,26.66009473,33.03048777,23.59068556,8.457450219,7.050602254,3.806491073,-1.195843098,0.816684084,4.4500202,1.475937152,-0.103121434,-4.177171798,-0.778416066,0.624486168
